date,source_type,product_area,sentiment_score,summary,pain_point,verbatim_quote
2026-03-31 00:25:22,Gong Call,Integrations & APIs,-0.07,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-03-31 00:59:10,Zendesk Ticket,Integrations & APIs,-0.49,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-03-31 06:04:16,Gong Call,Billing & Invoicing,-0.53,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-03-31 08:32:27,Gong Call,Analytics Dashboard,0.26,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-03-31 08:38:22,Gong Call,Core UI & Navigation,0.38,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-03-31 08:51:18,Intercom Chat,Billing & Invoicing,-0.24,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-03-31 09:57:35,Zendesk Ticket,Analytics Dashboard,0.68,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-03-31 12:37:47,Intercom Chat,Core UI & Navigation,0.35,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-03-31 12:58:58,Intercom Chat,Analytics Dashboard,0.57,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-03-31 13:15:50,Zendesk Ticket,Analytics Dashboard,-0.09,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-03-31 22:22:57,Intercom Chat,Core UI & Navigation,-0.21,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-03-31 23:05:03,Intercom Chat,Analytics Dashboard,-0.27,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-01 00:36:54,Gong Call,Analytics Dashboard,-0.06,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-01 08:12:58,Zendesk Ticket,Core UI & Navigation,-0.32,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-01 09:54:54,Gong Call,Billing & Invoicing,0.12,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-01 12:56:02,Gong Call,Integrations & APIs,-0.47,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-01 19:36:47,Zendesk Ticket,Integrations & APIs,-0.24,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-02 00:42:39,Zendesk Ticket,Billing & Invoicing,0.04,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-02 04:29:58,Gong Call,Integrations & APIs,0.35,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-02 06:12:06,Intercom Chat,Billing & Invoicing,-0.59,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-02 08:13:03,Intercom Chat,Billing & Invoicing,0.02,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-02 14:34:47,Intercom Chat,Integrations & APIs,0.06,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-02 14:48:17,Intercom Chat,Billing & Invoicing,-0.19,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-02 17:01:30,Gong Call,Billing & Invoicing,-0.44,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-02 18:12:31,Gong Call,Authentication & Login,0.35,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-04-02 20:21:28,Gong Call,Analytics Dashboard,-0.28,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-02 23:59:42,Gong Call,Integrations & APIs,0.31,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-03 01:24:58,Zendesk Ticket,Analytics Dashboard,0.44,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-03 01:42:10,Intercom Chat,Core UI & Navigation,-0.4,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-03 05:02:46,Zendesk Ticket,Authentication & Login,0.56,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-04-03 12:39:06,Gong Call,Integrations & APIs,-0.2,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-03 16:03:22,Zendesk Ticket,Analytics Dashboard,0.23,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-04 04:19:14,Intercom Chat,Integrations & APIs,0.2,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-04 04:27:22,Gong Call,Analytics Dashboard,0.08,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-04 05:10:10,Zendesk Ticket,Analytics Dashboard,0.15,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-04 06:33:03,Intercom Chat,Integrations & APIs,-0.09,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-04 10:53:36,Intercom Chat,Analytics Dashboard,0.27,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-04 17:40:54,Zendesk Ticket,Analytics Dashboard,-0.09,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-05 02:48:03,Gong Call,Core UI & Navigation,-0.03,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-05 06:05:44,Gong Call,Core UI & Navigation,-0.25,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-05 06:58:33,Gong Call,Billing & Invoicing,-0.25,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-05 08:55:17,Intercom Chat,Integrations & APIs,0.15,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-05 08:59:17,Intercom Chat,Analytics Dashboard,0.36,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-05 11:40:14,Intercom Chat,Integrations & APIs,0.64,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-05 13:15:28,Intercom Chat,Billing & Invoicing,-0.23,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-05 18:02:47,Zendesk Ticket,Integrations & APIs,-0.5,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-05 20:18:48,Intercom Chat,Analytics Dashboard,0.65,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-06 02:49:55,Gong Call,Integrations & APIs,-0.3,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-06 16:00:51,Zendesk Ticket,Billing & Invoicing,0.17,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-06 19:12:36,Zendesk Ticket,Analytics Dashboard,0.08,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-07 04:53:35,Gong Call,Core UI & Navigation,0.39,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-07 07:33:19,Intercom Chat,Core UI & Navigation,0.41,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-07 12:09:48,Gong Call,Billing & Invoicing,0.14,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-07 15:35:40,Intercom Chat,Integrations & APIs,0.03,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-07 18:03:53,Zendesk Ticket,Analytics Dashboard,0.71,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-08 01:24:00,Zendesk Ticket,Analytics Dashboard,0.04,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-08 04:30:12,Gong Call,Billing & Invoicing,0.19,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-08 05:42:27,Zendesk Ticket,Integrations & APIs,0.62,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-08 07:19:44,Intercom Chat,Billing & Invoicing,-0.28,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-08 08:34:50,Intercom Chat,Integrations & APIs,-0.15,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-08 09:52:31,Intercom Chat,Integrations & APIs,0.62,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-08 12:03:12,Intercom Chat,Billing & Invoicing,-0.7,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-08 13:23:49,Gong Call,Integrations & APIs,-0.43,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-08 16:01:08,Intercom Chat,Integrations & APIs,0.26,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-08 16:11:02,Zendesk Ticket,Core UI & Navigation,0.5,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-09 01:41:54,Zendesk Ticket,Billing & Invoicing,-0.6,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-09 04:07:14,Intercom Chat,Billing & Invoicing,0.08,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-09 07:35:09,Zendesk Ticket,Analytics Dashboard,0.06,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-09 08:02:40,Intercom Chat,Billing & Invoicing,-0.66,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-09 10:43:42,Gong Call,Analytics Dashboard,-0.2,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-09 12:10:15,Gong Call,Analytics Dashboard,-0.18,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-09 13:42:25,Intercom Chat,Integrations & APIs,-0.45,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-09 15:22:48,Intercom Chat,Analytics Dashboard,-0.02,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-09 15:35:58,Gong Call,Billing & Invoicing,0.06,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-09 19:07:36,Gong Call,Billing & Invoicing,-0.6,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-10 01:09:26,Intercom Chat,Integrations & APIs,-0.01,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-10 02:23:45,Intercom Chat,Core UI & Navigation,0.22,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-10 04:04:39,Intercom Chat,Billing & Invoicing,-0.27,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-10 10:19:48,Gong Call,Integrations & APIs,0.39,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-10 12:38:58,Intercom Chat,Integrations & APIs,0.06,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-10 14:22:19,Gong Call,Core UI & Navigation,-0.02,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-10 16:34:32,Gong Call,Analytics Dashboard,0.45,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-10 21:05:33,Zendesk Ticket,Analytics Dashboard,0.53,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-11 02:54:58,Intercom Chat,Integrations & APIs,-0.5,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-11 09:39:49,Zendesk Ticket,Authentication & Login,0.25,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-04-11 21:56:04,Gong Call,Authentication & Login,-0.31,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-04-12 01:11:19,Intercom Chat,Analytics Dashboard,0.43,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-12 02:21:36,Zendesk Ticket,Integrations & APIs,0.39,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-12 03:33:39,Gong Call,Core UI & Navigation,-0.03,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-12 11:19:25,Intercom Chat,Analytics Dashboard,0.74,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-12 19:06:00,Gong Call,Analytics Dashboard,0.43,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-12 19:20:13,Gong Call,Integrations & APIs,0.2,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-12 19:44:30,Gong Call,Billing & Invoicing,-0.4,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-12 22:36:27,Zendesk Ticket,Analytics Dashboard,0.66,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-12 22:48:26,Intercom Chat,Integrations & APIs,0.41,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-13 04:31:36,Zendesk Ticket,Integrations & APIs,0.19,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-13 05:44:54,Zendesk Ticket,Billing & Invoicing,-0.34,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-13 06:56:50,Intercom Chat,Integrations & APIs,0.3,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-13 07:11:22,Intercom Chat,Core UI & Navigation,0.13,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-13 10:51:49,Gong Call,Analytics Dashboard,-0.04,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-13 18:15:35,Gong Call,Authentication & Login,-0.41,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-04-13 23:28:54,Gong Call,Core UI & Navigation,-0.12,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-13 23:54:52,Intercom Chat,Core UI & Navigation,-0.06,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-14 00:13:03,Intercom Chat,Core UI & Navigation,0.3,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-14 03:00:19,Zendesk Ticket,Integrations & APIs,-0.47,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-14 08:00:57,Zendesk Ticket,Integrations & APIs,0.66,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-14 08:54:12,Intercom Chat,Analytics Dashboard,-0.07,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-14 11:14:18,Intercom Chat,Core UI & Navigation,0.67,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-14 14:16:36,Gong Call,Integrations & APIs,-0.12,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-14 20:32:15,Gong Call,Core UI & Navigation,0.06,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-15 01:25:16,Gong Call,Integrations & APIs,0.04,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-15 02:55:21,Zendesk Ticket,Analytics Dashboard,0.17,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-15 13:17:09,Intercom Chat,Analytics Dashboard,0.54,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-15 18:20:39,Gong Call,Core UI & Navigation,-0.4,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-16 00:16:17,Zendesk Ticket,Analytics Dashboard,0.07,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-16 04:01:59,Gong Call,Analytics Dashboard,0.36,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-16 15:50:40,Intercom Chat,Billing & Invoicing,0.09,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-16 17:15:36,Zendesk Ticket,Integrations & APIs,-0.32,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-16 18:33:33,Gong Call,Core UI & Navigation,0.63,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-16 19:39:36,Gong Call,Analytics Dashboard,0.31,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-16 22:25:26,Intercom Chat,Core UI & Navigation,0.35,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-16 23:04:35,Gong Call,Analytics Dashboard,0.03,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-17 00:07:29,Gong Call,Integrations & APIs,-0.33,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-17 04:38:36,Gong Call,Integrations & APIs,0.11,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-17 05:24:06,Intercom Chat,Integrations & APIs,-0.28,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-17 05:55:04,Gong Call,Integrations & APIs,0.48,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-17 15:12:33,Intercom Chat,Core UI & Navigation,-0.4,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-17 16:35:22,Zendesk Ticket,Core UI & Navigation,-0.22,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-18 03:55:39,Gong Call,Integrations & APIs,-0.38,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-18 04:59:39,Intercom Chat,Authentication & Login,0.5,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-04-18 06:41:34,Intercom Chat,Billing & Invoicing,0.04,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-18 12:35:55,Zendesk Ticket,Integrations & APIs,0.16,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-18 15:28:57,Intercom Chat,Analytics Dashboard,0.53,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-18 16:38:27,Intercom Chat,Billing & Invoicing,-0.23,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-18 16:49:20,Gong Call,Integrations & APIs,-0.32,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-18 19:30:14,Intercom Chat,Analytics Dashboard,0.54,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-18 20:53:08,Intercom Chat,Billing & Invoicing,-0.07,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-18 22:51:18,Gong Call,Analytics Dashboard,0.77,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-20 03:55:47,Gong Call,Core UI & Navigation,0.6,General feedback regarding Core UI & Navigation.,UX is slightly confusing.,It took me a while to figure out how the Core UI & Navigation works.
2026-04-20 11:56:08,Zendesk Ticket,Integrations & APIs,0.31,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-20 13:47:04,Intercom Chat,Analytics Dashboard,0.31,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-20 15:20:35,Intercom Chat,Authentication & Login,0.2,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-04-20 20:15:59,Zendesk Ticket,Authentication & Login,0.24,General feedback regarding Authentication & Login.,UX is slightly confusing.,It took me a while to figure out how the Authentication & Login works.
2026-04-21 05:04:05,Zendesk Ticket,Integrations & APIs,-0.2,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-21 08:17:29,Gong Call,Integrations & APIs,-0.38,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-21 17:03:37,Gong Call,Billing & Invoicing,0.18,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-21 20:20:21,Intercom Chat,Analytics Dashboard,-0.25,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
2026-04-21 20:22:01,Intercom Chat,Billing & Invoicing,-0.01,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-22 07:21:29,Gong Call,Authentication & Login,-0.69,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-22 08:42:59,Intercom Chat,Authentication & Login,-0.92,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-22 12:57:05,Intercom Chat,Authentication & Login,-0.69,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-22 15:39:44,Intercom Chat,Integrations & APIs,0.42,General feedback regarding Integrations & APIs.,UX is slightly confusing.,It took me a while to figure out how the Integrations & APIs works.
2026-04-22 18:16:41,Zendesk Ticket,Authentication & Login,-0.6,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-22 20:36:01,Intercom Chat,Billing & Invoicing,0.07,Confusion around prorated billing.,Cannot find the invoice for the added seats.,Where do I download the PDF for last month's true-up?
2026-04-22 23:25:13,Gong Call,Authentication & Login,-0.89,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-23 00:17:56,Zendesk Ticket,Authentication & Login,-0.68,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-23 01:28:48,Zendesk Ticket,Authentication & Login,-0.72,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-23 03:19:49,Intercom Chat,Authentication & Login,-0.96,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-23 09:01:00,Gong Call,Authentication & Login,-0.66,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-23 14:55:24,Zendesk Ticket,Authentication & Login,-0.85,Cannot log in via SSO / SAML integration failing.,SSO loop redirects back to login screen.,I've been trying to log in for 3 hours and the Okta SSO just keeps refreshing.
2026-04-23 18:45:28,Zendesk Ticket,Analytics Dashboard,0.19,Wants more export options for charts.,CSV export is missing the new cohort columns.,"The charts look great, but I really need to export this to a CSV for my leadership team."
